epoch, sum_loss, avg_loss, val_loss, val_acc, train_acc, total_time
1, 1328.471001021564, 0.7085178672115008, 0.4178907573223114, 0.9629999995231628, 0.9617666602134705, 13.034623622894287
2, 1166.7922730743885, 0.6222892123063405, 0.344216525554657, 0.9710999727249146, 0.9709666967391968, 25.181633472442627
3, 1275.981266707182, 0.6805233422438304, 0.21503882110118866, 0.977400004863739, 0.978783369064331, 37.444637060165405
4, 906.6538396775723, 0.4835487144947052, 2.523702383041382, 0.936199963092804, 0.9383167028427124, 49.562490463256836
5, 726.8703315705061, 0.38766417683760324, 0.36595413088798523, 0.9821999669075012, 0.9826499819755554, 61.61120557785034
6, 1413.4220888018608, 0.7538251140276591, 2.0943284034729004, 0.9620999693870544, 0.9629833698272705, 73.70813345909119
7, 564.8908770084381, 0.3012751344045003, 1.0714713335037231, 0.9667999744415283, 0.9638167023658752, 85.73986577987671
8, 718.8177309930325, 0.3833694565296173, 0.26881659030914307, 0.9857999682426453, 0.9900833368301392, 97.98741412162781
9, 932.7626557052135, 0.49747341637611386, 0.3423038721084595, 0.9837999939918518, 0.9865999817848206, 110.25132131576538
10, 764.9049107432365, 0.40794928572972616, 1.6679353713989258, 0.981499969959259, 0.9844333529472351, 122.47166657447815
11, 748.75112003088, 0.399333930683136, 1.7527425289154053, 0.962399959564209, 0.9658499956130981, 134.708354473114
12, 867.5520283579826, 0.4626944151242574, 1.845512866973877, 0.968999981880188, 0.9762333631515503, 146.97428250312805
13, 687.731155693531, 0.36678994970321654, 0.8001623153686523, 0.9854999780654907, 0.9903333187103271, 159.18090510368347
14, 768.3128980994225, 0.40976687898635866, 1.5672390460968018, 0.9837999939918518, 0.9898666739463806, 171.22255945205688
15, 763.1240822076797, 0.40699951051076255, 0.9258980751037598, 0.9886999726295471, 0.9945833683013916, 183.4078028202057
16, 756.6269636750221, 0.40353438062667846, 0.9742950201034546, 0.988099992275238, 0.994183361530304, 195.45827674865723
17, 626.2214577198029, 0.33398477745056154, 1.0748094320297241, 0.9868999719619751, 0.9925166964530945, 207.4482707977295
18, 795.3633278608322, 0.42419377485911053, 1.1968601942062378, 0.9883999824523926, 0.9948166608810425, 219.67425966262817
19, 893.6047058105469, 0.47658917643229165, 1.1507781744003296, 0.9896000027656555, 0.9955000281333923, 232.01126170158386
20, 648.8421560525894, 0.34604914989471436, 1.4742318391799927, 0.9894999861717224, 0.9952166676521301, 244.46069359779358
21, 788.077733039856, 0.4203081242879232, 1.4145591259002686, 0.9874999523162842, 0.9954500198364258, 256.86759996414185
22, 653.9886716604233, 0.3487939582188924, 1.5676860809326172, 0.9871999621391296, 0.9950667023658752, 269.369411945343
23, 813.8285946846008, 0.4340419171651204, 1.9690247774124146, 0.9869999885559082, 0.9947666525840759, 281.3986117839813
24, 497.41490149497986, 0.26528794746398926, 1.9911668300628662, 0.9878000020980835, 0.9956499934196472, 293.6232924461365
25, 869.8872807025909, 0.46393988304138184, 1.9865643978118896, 0.9888999462127686, 0.9960500001907349, 305.8244459629059
26, 682.3019099235535, 0.36389435195922853, 1.810386300086975, 0.9907999634742737, 0.9968500137329102, 318.1933054924011
27, 689.6500537395477, 0.36781336199442544, 2.641122817993164, 0.9869999885559082, 0.994350016117096, 330.41182494163513
28, 758.0351483821869, 0.40428541247049965, 1.935811161994934, 0.9904999732971191, 0.9972833395004272, 342.71258902549744
29, 756.0958018302917, 0.4032510943094889, 2.672912120819092, 0.9879999756813049, 0.9965167045593262, 354.76896810531616
30, 649.574152469635, 0.34643954798380533, 2.68249249458313, 0.9905999898910522, 0.9975333213806152, 367.0080304145813
31, 692.0350923538208, 0.36908538258870444, 3.030083417892456, 0.9878000020980835, 0.9949333667755127, 379.17130184173584
32, 748.012020111084, 0.3989397440592448, 2.8057737350463867, 0.988099992275238, 0.9957166910171509, 391.1339910030365
33, 674.9415144920349, 0.3599688077290853, 2.6363916397094727, 0.9902999997138977, 0.9971666932106018, 403.0749282836914
34, 640.7632141113281, 0.341740380859375, 2.7313435077667236, 0.990399956703186, 0.9975500106811523, 415.08718395233154
35, 712.2882061004639, 0.37988704325358075, 2.9238226413726807, 0.988599956035614, 0.9973500370979309, 427.106876373291
36, 633.4328117370605, 0.3378308329264323, 3.3530843257904053, 0.9892999529838562, 0.9957833290100098, 439.1574385166168
37, 672.3678941726685, 0.35859621022542315, 2.778503179550171, 0.9908999800682068, 0.9975166916847229, 451.1820089817047
38, 643.5182065963745, 0.34320971018473306, 3.102980852127075, 0.9902999997138977, 0.9975333213806152, 463.24979734420776
39, 603.7153511047363, 0.3219815205891927, 3.6814920902252197, 0.9883999824523926, 0.99631667137146, 475.41342401504517
40, 844.7297749519348, 0.4505225466410319, 3.598278522491455, 0.9896999597549438, 0.997700035572052, 487.5746352672577
41, 529.8628664016724, 0.2825935287475586, 4.186991214752197, 0.9892999529838562, 0.996749997138977, 499.8270709514618
42, 865.4167833328247, 0.46155561777750653, 3.870103597640991, 0.9905999898910522, 0.9980666637420654, 511.9752917289734
43, 556.493556022644, 0.2967965632120768, 3.89787220954895, 0.989799976348877, 0.9978333711624146, 524.0290756225586
44, 585.401421546936, 0.3122140914916992, 3.4328174591064453, 0.989799976348877, 0.9967333674430847, 536.1920855045319
45, 601.0805416107178, 0.3205762888590495, 3.728428840637207, 0.9899999499320984, 0.9969833493232727, 548.4226489067078
46, 782.0416965484619, 0.4170889048258464, 3.6486387252807617, 0.9902999997138977, 0.9975333213806152, 560.603244304657
47, 572.842282295227, 0.30551588389078776, 4.64781379699707, 0.9884999990463257, 0.9967666864395142, 572.6032574176788
48, 806.4322261810303, 0.4300971872965495, 3.5280160903930664, 0.9899999499320984, 0.9987000226974487, 584.7885205745697
49, 573.328067779541, 0.3057749694824219, 4.165657043457031, 0.9901999831199646, 0.9970999956130981, 597.0864188671112
50, 581.2225570678711, 0.30998536376953123, 3.625839948654175, 0.9900999665260315, 0.998283326625824, 609.4096140861511
51, 662.4078435897827, 0.35328418324788413, 4.232940673828125, 0.9891999959945679, 0.9972500205039978, 621.4823007583618
52, 570.1938304901123, 0.3041033762613932, 4.558851718902588, 0.9900999665260315, 0.9979833364486694, 633.5711331367493
53, 725.4498596191406, 0.386906591796875, 3.9816629886627197, 0.9910999536514282, 0.9980999827384949, 645.7666864395142
54, 690.2564544677734, 0.36813677571614584, 4.150476932525635, 0.9904999732971191, 0.9979667067527771, 657.9617936611176
55, 635.5967769622803, 0.33898494771321613, 4.64499044418335, 0.9893999695777893, 0.9968166947364807, 670.1326110363007
56, 678.8102111816406, 0.36203211263020835, 4.132359504699707, 0.9902999997138977, 0.997783362865448, 682.4539468288422
57, 741.4421138763428, 0.39543579406738283, 4.3738322257995605, 0.9902999997138977, 0.99836665391922, 694.7601687908173
58, 495.08098697662354, 0.2640431930541992, 4.939706802368164, 0.989799976348877, 0.9981666803359985, 707.2270557880402
59, 669.8808403015137, 0.3572697814941406, 5.011606216430664, 0.9896999597549438, 0.9974833726882935, 719.4388735294342
60, 624.7305746078491, 0.33318963979085287, 4.6965484619140625, 0.9907999634742737, 0.9982333183288574, 731.5799684524536
61, 649.029091835022, 0.34614884897867837, 6.020946025848389, 0.9890999794006348, 0.9979667067527771, 743.5124914646149
62, 549.0660848617554, 0.29283524525960286, 4.2134857177734375, 0.9906999468803406, 0.9986000061035156, 755.6580247879028
63, 530.2866277694702, 0.28281953481038413, 4.681601047515869, 0.9898999929428101, 0.9982166886329651, 767.7953195571899
64, 601.901252746582, 0.32101400146484377, 4.690924644470215, 0.9914000034332275, 0.9986333250999451, 780.0009520053864
65, 593.7471303939819, 0.3166651362101237, 4.611449241638184, 0.9910999536514282, 0.9983833432197571, 792.0887010097504
66, 675.6133651733398, 0.36032712809244793, 4.872912883758545, 0.9909999966621399, 0.9980666637420654, 804.2794904708862
67, 358.5280599594116, 0.1912149653116862, 6.218077659606934, 0.9882999658584595, 0.9963833689689636, 816.5969798564911
68, 599.9803466796875, 0.31998951822916666, 6.224778652191162, 0.9909999966621399, 0.9984666705131531, 828.8528711795807
69, 594.160758972168, 0.3168857381184896, 6.560318946838379, 0.9900999665260315, 0.99795001745224, 840.8659555912018
70, 718.9887104034424, 0.3834606455485026, 6.068066596984863, 0.9896999597549438, 0.9978166818618774, 852.9050750732422
71, 716.0341062545776, 0.3818848566691081, 5.51572847366333, 0.9910999536514282, 0.9988166689872742, 864.9639644622803
72, 373.1106834411621, 0.19899236450195312, 5.545084476470947, 0.9905999898910522, 0.9989333152770996, 877.2621519565582
73, 850.741813659668, 0.45372896728515627, 5.653443336486816, 0.9916999936103821, 0.9990167021751404, 889.43075299263
74, 450.34190368652344, 0.2401823486328125, 7.245578765869141, 0.9900999665260315, 0.9980500340461731, 901.471027135849
75, 736.8871402740479, 0.3930064748128255, 5.945476531982422, 0.9919999837875366, 0.9987666606903076, 913.7724361419678
76, 662.612268447876, 0.3533932098388672, 6.123831272125244, 0.9899999499320984, 0.9984833598136902, 925.914534330368
77, 489.11920738220215, 0.2608635772705078, 6.680423259735107, 0.9907999634742737, 0.998033344745636, 938.2210745811462
78, 548.6739330291748, 0.2926260976155599, 7.73855447769165, 0.9900999665260315, 0.9980833530426025, 950.4093773365021
79, 448.2640953063965, 0.23907418416341145, 7.470354080200195, 0.990399956703186, 0.9985833168029785, 962.6715204715729
80, 662.199592590332, 0.3531731160481771, 7.358046054840088, 0.9905999898910522, 0.9982166886329651, 974.9353234767914
81, 580.7971343994141, 0.3097584716796875, 6.91154146194458, 0.9909999966621399, 0.9986166954040527, 987.1565959453583
82, 608.7989692687988, 0.324692783610026, 9.29928970336914, 0.9906999468803406, 0.9983333349227905, 999.4620065689087
83, 600.1201610565186, 0.3200640858968099, 7.546442031860352, 0.9914000034332275, 0.9986833333969116, 1011.8391427993774
84, 578.5187854766846, 0.3085433522542318, 9.175233840942383, 0.9896000027656555, 0.9979333281517029, 1024.2666959762573
85, 622.3428859710693, 0.331916205851237, 8.780546188354492, 0.9905999898910522, 0.9984833598136902, 1036.5919632911682
86, 701.7120990753174, 0.3742464528401693, 7.919006824493408, 0.9905999898910522, 0.9989166855812073, 1048.9088938236237
87, 399.2954044342041, 0.21295754903157552, 12.714428901672363, 0.9866999983787537, 0.9955333471298218, 1061.256983757019
88, 925.5063419342041, 0.49360338236490886, 9.008849143981934, 0.9901999831199646, 0.998199999332428, 1073.692039489746
89, 554.3681449890137, 0.2956630106608073, 9.117685317993164, 0.9902999997138977, 0.9982500076293945, 1086.000095129013
90, 562.3594970703125, 0.29992506510416667, 8.124903678894043, 0.9921999573707581, 0.9989500045776367, 1098.1795008182526
91, 426.8340606689453, 0.22764483235677083, 9.451597213745117, 0.9907999634742737, 0.9988333582878113, 1110.5602967739105
92, 694.735387802124, 0.3705255401611328, 8.954812049865723, 0.9905999898910522, 0.9983333349227905, 1123.0013966560364
93, 573.092794418335, 0.3056494903564453, 9.904461860656738, 0.9901999831199646, 0.998033344745636, 1135.4859952926636
94, 754.3033866882324, 0.4022951395670573, 10.018157958984375, 0.9898999929428101, 0.9977333545684814, 1147.8690276145935
95, 441.06457328796387, 0.23523443908691405, 7.53989839553833, 0.9925999641418457, 0.9988999962806702, 1160.0569245815277
96, 611.0799102783203, 0.32590928548177084, 7.696278095245361, 0.9910999536514282, 0.9988166689872742, 1172.1633851528168
97, 674.1212272644043, 0.3595313212076823, 8.434428215026855, 0.9924999475479126, 0.9988166689872742, 1184.312110900879
98, 527.4238357543945, 0.28129271240234377, 9.286904335021973, 0.9916999936103821, 0.9985666871070862, 1196.5281488895416
