epoch, sum_loss, avg_loss, val_loss, val_acc, train_acc, total_time
1, 17.644187450408936, 2.205523431301117, 0.5576345920562744, 0.8488999605178833, 0.8402667045593262, 0.755695104598999
2, 3.7299411594867706, 0.46624264493584633, 0.29633158445358276, 0.9097999930381775, 0.9034000039100647, 1.5965821743011475
3, 2.0479971915483475, 0.25599964894354343, 0.2010636180639267, 0.9404999613761902, 0.9377000331878662, 2.414900779724121
4, 1.467061586678028, 0.1833826983347535, 0.15990254282951355, 0.9515999555587769, 0.9486166834831238, 3.298771858215332
5, 1.1695541888475418, 0.14619427360594273, 0.13279983401298523, 0.9584999680519104, 0.9586499929428101, 4.116531133651733
6, 0.9581374004483223, 0.11976717505604029, 0.11013685166835785, 0.9663999676704407, 0.9658833146095276, 4.933581113815308
7, 0.8079808950424194, 0.10099761188030243, 0.0957767590880394, 0.9695999622344971, 0.9712833166122437, 5.812382698059082
8, 0.6963766291737556, 0.08704707864671946, 0.08447916805744171, 0.9739999771118164, 0.9745833277702332, 6.629680871963501
9, 0.6074154227972031, 0.07592692784965038, 0.07707300782203674, 0.9758999943733215, 0.9771833419799805, 7.521164417266846
10, 0.5469431206583977, 0.06836789008229971, 0.07151234894990921, 0.9779999852180481, 0.9790999889373779, 8.338735103607178
11, 0.5001099668443203, 0.06251374585554004, 0.06551778316497803, 0.9792999625205994, 0.9811333417892456, 9.15667462348938
12, 0.4589298814535141, 0.05736623518168926, 0.06012585014104843, 0.9804999828338623, 0.9829333424568176, 10.031421184539795
13, 0.41708176024258137, 0.05213522003032267, 0.05610821023583412, 0.9827999472618103, 0.9846166968345642, 10.849008798599243
14, 0.37833238393068314, 0.04729154799133539, 0.05356505140662193, 0.9825999736785889, 0.9859333634376526, 11.744350671768188
15, 0.34497919864952564, 0.043122399831190705, 0.05180791765451431, 0.9830999970436096, 0.9870833158493042, 12.563177585601807
16, 0.315030824393034, 0.03937885304912925, 0.05008697509765625, 0.9842999577522278, 0.9885666966438293, 13.380967378616333
17, 0.28904641792178154, 0.03613080224022269, 0.04835016280412674, 0.9847999811172485, 0.989633321762085, 14.262690305709839
18, 0.2663906719535589, 0.033298833994194865, 0.04654372110962868, 0.9851999878883362, 0.9904000163078308, 15.082408428192139
19, 0.24607038870453835, 0.030758798588067293, 0.044980913400650024, 0.9851999878883362, 0.9912500381469727, 15.96888256072998
20, 0.22678467724472284, 0.028348084655590355, 0.04472882300615311, 0.9855999946594238, 0.9919500350952148, 16.78628420829773
21, 0.20969177782535553, 0.02621147222816944, 0.044845324009656906, 0.9851999878883362, 0.9924166798591614, 17.6061053276062
22, 0.19537679199129343, 0.02442209899891168, 0.04444712772965431, 0.9853999614715576, 0.9932166934013367, 18.476794481277466
23, 0.18018986098468304, 0.02252373262308538, 0.0437982901930809, 0.9861999750137329, 0.9939166903495789, 19.2982439994812
24, 0.1645614057779312, 0.0205701757222414, 0.04338076338171959, 0.986299991607666, 0.994700014591217, 20.1792733669281
