DATASET,OPTIMIZER,LOSS,ELLIPSE CENTER X,ELLIPSE CENTER Y,ELLIPSE DIAMETER X,ELLIPSE DIAMETER Y
mnist,sgd,mse,0.0011840459192171693,-0.013364817015826702,0.6872201517224312,0.6986217886209487
mnist,sgd,cross_entropy,-0.010089818388223648,0.005768712610006332,0.6487051606178283,0.6672363921999931
mnist,adam,mse,-0.006129855755716562,-0.008718831464648247,0.6264305368065834,0.6360906302928925
mnist,adam,cross_entropy,0.004491581581532955,-0.026922082528471947,0.6893466070294378,0.6664155907928944
mnist,sgd_to_half,mse,0.0034933786373585463,0.007672163657844067,0.6338011175394058,0.6224729113280771
mnist,sgd_to_half,cross_entropy,0.002900077262893319,0.004753997083753347,0.6414961963891983,0.6232755541801454
