DATASET,OPTIMIZER,LOSS,MINI-BATCH SIZE,LEARNING RATE,TRAINING LOSS,TRAINING ACCURACY,TRAINING F1,VALIDATION LOSS,VALIDATION ACCURACY,VALIDATION F1,TOTAL TRAINING TIME,TEST LOSS,TEST ACCURACY,TEST F1,CONVERGED AT EPOCH
circle,sgd,mse,10,5.0,0.021095546107502517,0.9611111111111111,0.9610977001383397,0.016832586377859116,0.97,0.9699548872180452,40.44409394264221,0.019203223288059235,0.974,0.9739854166666666,0.03333333333333333
circle,sgd,mse,11,0.05,0.050790755884585585,0.9744444444444444,0.9744477574020597,0.039354052394628525,0.99,0.9900010001000099,36.15685415267944,0.052964769303798676,0.98,0.9800024009603842,0.024390243902439025
circle,sgd,mse,11,0.08340502686000296,0.03578184985430775,0.9877777777777778,0.9877795435782966,0.02665320411324501,0.99,0.9900010001000099,35.93539094924927,0.03623180836439133,0.993,0.9930004832556422,0.024390243902439025
circle,sgd,mse,11,0.1391279701103562,0.028032439871600305,0.9822222222222222,0.9822246809790461,0.0200329776853323,0.99,0.9900010001000099,35.24644231796265,0.027359995990991592,0.986,0.986,0.024390243902439025
circle,sgd,mse,11,0.23207944168063888,0.020678355469632464,0.9833333333333333,0.9833328597730288,0.013496488332748413,0.99,0.9900010001000099,35.633100509643555,0.019239632412791252,0.988,0.9879976936382855,0.036585365853658534
circle,sgd,mse,11,0.38713184134056344,0.01688299524776972,0.98,0.9799920887640671,0.01026691123843193,1.0,1.0,36.0204815864563,0.01644316501915455,0.985,0.9849938866307976,0.024390243902439025
circle,sgd,mse,11,0.6457748325074419,0.016956591105642984,0.9711111111111111,0.9710931069958848,0.010440414771437645,0.98,0.9799839743589743,38.61589503288269,0.017908791080117226,0.975,0.9749717571890107,0.024390243902439025
circle,sgd,mse,11,1.0772173450159417,0.015269071724332846,0.96,0.9599643740722414,0.008179016411304474,0.99,0.9899969972975677,38.07170009613037,0.017968425527215004,0.975,0.9749785816277963,0.024390243902439025
circle,sgd,mse,11,1.796906831902313,0.026233174209421978,0.9788888888888889,0.9788794152467535,0.0026529785245656967,1.0,1.0,35.99530625343323,0.013325140811502934,0.981,0.9809922563990103,0.024390243902439025
circle,sgd,mse,11,2.9974212515947047,0.02207930737738247,0.9588888888888889,0.9588551753766436,0.003043093718588352,1.0,1.0,36.02651238441467,0.019936805590987206,0.974,0.9739793680565575,0.024390243902439025
circle,sgd,mse,11,5.0,0.01871733033729241,0.9588888888888889,0.9588747115748163,0.005315905436873436,1.0,1.0,37.70269751548767,0.021385932341217995,0.971,0.9709852746026706,0.036585365853658534
circle,sgd,mse,13,0.05,0.056360503652,0.9777777777777777,0.9777808507229103,0.04448831453919411,0.98,0.98,31.153430461883545,0.05769292265176773,0.982,0.9820028807374688,0.04285714285714286
circle,sgd,mse,13,0.08340502686000296,0.039688871997974016,0.9866666666666667,0.9866686423265371,0.028262095525860786,0.99,0.9900010001000099,33.648398876190186,0.04039403796195984,0.989,0.9890011555095797,0.1
circle,sgd,mse,13,0.1391279701103562,0.028675699959109936,0.9855555555555555,0.9855576424107143,0.020773164927959442,0.99,0.9900010001000099,33.08502697944641,0.028912467882037163,0.99,0.9900004802766393,0.07142857142857142
circle,sgd,mse,13,0.23207944168063888,0.022003870808979236,0.9877777777777778,0.9877786382435738,0.014617948792874813,0.99,0.9900010001000099,32.60636878013611,0.02161473035812378,0.987,0.9869979830617224,0.02857142857142857
circle,sgd,mse,13,0.38713184134056344,0.018309316626063627,0.9777777777777777,0.977774922170986,0.011904661543667316,0.99,0.9899969972975677,36.33648133277893,0.017405971884727478,0.986,0.9859949534596838,0.1
circle,sgd,mse,13,0.6457748325074419,0.01625033298951027,0.97,0.9699896543924335,0.011285414919257164,0.99,0.9899969972975677,31.704875707626343,0.015174801461398602,0.984,0.9839926934493408,0.1
circle,sgd,mse,13,1.0772173450159417,0.019016307366933733,0.9622222222222222,0.9622143792400436,0.011086302809417248,0.98,0.9799839743589743,30.762269496917725,0.019134053960442543,0.971,0.9709881808195419,0.1
circle,sgd,mse,13,1.796906831902313,0.01950186893005324,0.9522222222222222,0.952217794937795,0.010811101645231247,0.99,0.9899969972975677,30.299095630645752,0.027910785749554634,0.96,0.9599891074081638,0.02857142857142857
circle,sgd,mse,13,2.9974212515947047,0.019080258459334865,0.9622222222222222,0.9622266997874802,0.009266464971005917,0.99,0.9900010001000099,30.510610342025757,0.021577486768364906,0.972,0.9720040333067915,0.04285714285714286
circle,sgd,mse,13,5.0,0.01707123305441677,0.9611111111111111,0.9610936596650723,0.007871217094361782,0.99,0.9899969972975677,30.743505716323853,0.022964701056480408,0.969,0.9689734412184674,0.02857142857142857
circle,sgd,mse,14,0.05,0.06291291487331574,0.9733333333333334,0.9733357046522312,0.050127774477005005,0.97,0.97000300030003,29.361253023147583,0.06333530694246292,0.972,0.9720047046774735,100.0
circle,sgd,mse,14,0.08340502686000296,0.04169851285047256,0.99,0.9900010497572591,0.03127319738268852,0.99,0.9900010001000099,29.003218412399292,0.0429476834833622,0.99,0.9900008804261262,73.46153846153847
circle,sgd,mse,14,0.1391279701103562,0.02946280690554816,0.9888888888888889,0.9888902061776452,0.021463090553879738,0.99,0.9900010001000099,27.78993558883667,0.029793350026011467,0.993,0.9930004832556422,49.46153846153846
circle,sgd,mse,14,0.23207944168063888,0.023904379583053435,0.9844444444444445,0.9844444444444445,0.015018487349152565,0.99,0.9899969972975677,30.373672485351562,0.02355853095650673,0.984,0.9839942325253528,0.47692307692307695
circle,sgd,mse,14,0.38713184134056344,0.018737605334228226,0.9811111111111112,0.9811079601270773,0.011929663829505444,1.0,1.0,29.888540506362915,0.017545711249113083,0.987,0.9869969937261678,7.523076923076923
circle,sgd,mse,14,0.6457748325074419,0.01602174218520728,0.9688888888888889,0.9688565550985934,0.010272488929331303,0.99,0.9899969972975677,30.44539737701416,0.017610600218176842,0.973,0.9729694977641318,0.35384615384615387
circle,sgd,mse,14,1.0772173450159417,0.015151752638792766,0.9466666666666667,0.9465524778090013,0.020238317549228668,0.96,0.9599036531513448,30.300901651382446,0.0264970101416111,0.965,0.9649379534106312,0.3230769230769231
circle,sgd,mse,14,1.796906831902313,0.017681171397477873,0.9522222222222222,0.9521040734171179,0.01548605877906084,0.98,0.9799839743589743,28.758079528808594,0.027130797505378723,0.96,0.95990231990232,0.046153846153846156
circle,sgd,mse,14,2.9974212515947047,0.027240358583648698,0.9666666666666667,0.9666683135704875,0.005041163414716721,0.99,0.9899969972975677,29.170541524887085,0.01763867773115635,0.973,0.9729992704681713,0.03076923076923077
circle,sgd,mse,14,5.0,0.015782525933778255,0.9577777777777777,0.9577338962052337,0.011173334904015064,0.99,0.9899969972975677,27.763367891311646,0.02267678827047348,0.969,0.9689649789143734,0.03076923076923077
circle,sgd,mse,17,0.05,0.06610963388152842,0.9822222222222222,0.9822246805783283,0.05396581068634987,0.99,0.9900010001000099,25.988806009292603,0.06714867800474167,0.982,0.9820025921658986,0.03773584905660377
circle,sgd,mse,17,0.08340502686000296,0.047966733082847775,0.9788888888888889,0.9788919389079669,0.0379093661904335,0.98,0.98,25.388843297958374,0.04930408298969269,0.984,0.9840023047467379,0.03773584905660377
circle,sgd,mse,17,0.1391279701103562,0.034475780549055,0.9888888888888889,0.9888902061776452,0.02452443540096283,0.99,0.9900010001000099,22.76974606513977,0.03470941632986069,0.991,0.9910006213286828,0.03773584905660377
circle,sgd,mse,17,0.23207944168063888,0.02538240377633077,0.9855555555555555,0.9855570718715965,0.01781555823981762,0.99,0.9900010001000099,25.233534336090088,0.025032073259353638,0.989,0.9889997027833289,0.03773584905660377
circle,sgd,mse,17,0.38713184134056344,0.021335113035813678,0.9811111111111112,0.9811116010898114,0.012907478958368301,1.0,1.0,24.782240629196167,0.019715407863259315,0.986,0.9859973092446666,0.03773584905660377
