DATASET,OPTIMIZER,LOSS,ELLIPSE CENTER X,ELLIPSE CENTER Y,ELLIPSE DIAMETER X,ELLIPSE DIAMETER Y
fashion_mnist,sgd,mse,0.0010562464594841003,-0.0015894356183707714,0.634276170283556,0.627847245335579
fashion_mnist,sgd,cross_entropy,-0.004204993601888418,0.01022782176733017,0.6380771607160569,0.6424940235912799
fashion_mnist,adam,mse,-0.009826420806348324,-0.004204003140330315,0.6787214145064353,0.6765682175755501
fashion_mnist,adam,cross_entropy,-0.0096261752769351,0.012307253666222095,0.6990682184696198,0.6933693289756775
fashion_mnist,sgd_to_half,mse,-0.0054185278713703156,0.005073143634945154,0.6428388029336929,0.6399442851543427
fashion_mnist,sgd_to_half,cross_entropy,-0.006122875493019819,-0.003653558436781168,0.6667140841484069,0.6588906049728394
